"treatment","TreatmentLong","maximum","mean","median"
"DT","50 uM Dexa +300 nM Testo",48.6621,46.2373,47.76973
"DT","50 uM Dexa +300 nM Testo",24.08319,12.17826,11.6619
"DT","50 uM Dexa +300 nM Testo",16.12452,10.38404,10
"DT","50 uM Dexa +300 nM Testo",26.68333,22.99015,24
"DT","50 uM Dexa +300 nM Testo",23.4094,19.82186,20.49367
"DT","50 uM Dexa +300 nM Testo",21.63331,19.9785,20.29563
"DT","50 uM Dexa +300 nM Testo",19.69772,12.6532,11.6619
"DT","50 uM Dexa +300 nM Testo",16.12452,9.77696,8.94427
"DT","50 uM Dexa +300 nM Testo",15.6205,12.10144,11.6619
"DT","50 uM Dexa +300 nM Testo",25.05993,22.0792,22.62742
"DT","50 uM Dexa +300 nM Testo",18.97367,12.04458,11.6619
"DT","50 uM Dexa +300 nM Testo",20.59126,15.93458,15.6205
"DT","50 uM Dexa +300 nM Testo",26,18.10343,18.86796
"DT","50 uM Dexa +300 nM Testo",23.32381,17.66131,18.97367
"DT","50 uM Dexa +300 nM Testo",24.08319,19.26324,21.26029
"DT","50 uM Dexa +300 nM Testo",22.36068,12.20122,11.48781
"DT","50 uM Dexa +300 nM Testo",28.28427,22.69892,24.08319
"DT","50 uM Dexa +300 nM Testo",20,16.08982,15.87251
"DT","50 uM Dexa +300 nM Testo",33.94112,20.69921,20.92578
"DT","50 uM Dexa +300 nM Testo",21.26029,16.41931,16.12452
"DT","50 uM Dexa +300 nM Testo",35.77709,28.42136,28.07052
"DT","50 uM Dexa +300 nM Testo",18.43909,16.57561,16.30847
"DT","50 uM Dexa +300 nM Testo",22.36068,16.20771,17.08801
"DT","50 uM Dexa +300 nM Testo",24,18.2926,17.88854
"DT","50 uM Dexa +300 nM Testo",20.88061,13.17374,11.6619
"DT","50 uM Dexa +300 nM Testo",11.6619,8.71768,8.94427
"DT","50 uM Dexa +300 nM Testo",19.79899,16.40431,17.88854
"DT","50 uM Dexa +300 nM Testo",14.14214,11.96072,11.6619
"DT","50 uM Dexa +300 nM Testo",18,9.90432,8
"DT","50 uM Dexa +300 nM Testo",22,10.51223,8.24621
"DT","50 uM Dexa +300 nM Testo",30,14.92411,14.14214
"DT","50 uM Dexa +300 nM Testo",24.41311,17.78014,16.97056
"DT","50 uM Dexa +300 nM Testo",32.24903,27.21021,31.241
"DT","50 uM Dexa +300 nM Testo",18.43909,12.6006,12.64911
"DT","50 uM Dexa +300 nM Testo",32.98484,20.80181,21.21064
"DT","50 uM Dexa +300 nM Testo",34.05877,23.80591,25.05993
"DT","50 uM Dexa +300 nM Testo",23.32381,16.78653,15.23155
"DT","50 uM Dexa +300 nM Testo",29.73214,20.67383,21.54066
"DT","50 uM Dexa +300 nM Testo",20,13.04081,13.41641
"DT","50 uM Dexa +300 nM Testo",25.05993,18.83403,20.39608
"DT","50 uM Dexa +300 nM Testo",26.90725,19.42956,18.43909
"DT","50 uM Dexa +300 nM Testo",26.90725,18.03639,17.88854
"DT","50 uM Dexa +300 nM Testo",26.83282,13.49832,12.80625
"DT","50 uM Dexa +300 nM Testo",24.08319,14.25201,12.64911
"DT","50 uM Dexa +300 nM Testo",20.59126,10.11028,8.36575
"DT","50 uM Dexa +300 nM Testo",18.11077,13.43903,12.16553
"DT","50 uM Dexa +300 nM Testo",47.53946,32.93724,31.62278
"DT","50 uM Dexa +300 nM Testo",20,15.14877,16
"DT","50 uM Dexa +300 nM Testo",24.33105,16.01217,15.23155
"DT","50 uM Dexa +300 nM Testo",26,21.6019,21.58698
"DT","50 uM Dexa +300 nM Testo",36.76955,26.98553,26.30589
"DT","50 uM Dexa +300 nM Testo",15.23155,11.67695,11.31371
"DT","50 uM Dexa +300 nM Testo",18.86796,14.44476,14.14214
"DT","50 uM Dexa +300 nM Testo",34,20.58618,19.84886
"DT","50 uM Dexa +300 nM Testo",22.80351,14.16474,13.41641
"DT","50 uM Dexa +300 nM Testo",34,30.74384,30.59412
"DT","50 uM Dexa +300 nM Testo",19.69772,15.08157,16.49242
"DT","50 uM Dexa +300 nM Testo",22.36068,14.49123,14.07107
"DT","50 uM Dexa +300 nM Testo",22.36068,15.57342,15.23155
"DT","50 uM Dexa +300 nM Testo",41.18252,30.88324,31.62278
"DT","50 uM Dexa +300 nM Testo",18.11077,14.85073,15.6205
"DT","50 uM Dexa +300 nM Testo",18.86796,11.41723,10.77033
"DT","50 uM Dexa +300 nM Testo",28.28427,20.86645,22.62742
"DT","50 uM Dexa +300 nM Testo",39.84972,28.2068,30
"DT","50 uM Dexa +300 nM Testo",18.86796,13.24944,16
"DT","50 uM Dexa +300 nM Testo",24.16609,13.49247,14.14214
"DT","50 uM Dexa +300 nM Testo",20.88061,16.27952,16.97056
"DT","50 uM Dexa +300 nM Testo",36.22154,27.29657,27.52986
"DT","50 uM Dexa +300 nM Testo",36.71512,28.6657,30.49588
"DT","50 uM Dexa +300 nM Testo",36.05551,26.25963,26.90725
"DT","50 uM Dexa +300 nM Testo",17.88854,13.0199,14.14214
"DT","50 uM Dexa +300 nM Testo",19.79899,14.63485,14.4222
"DT","50 uM Dexa +300 nM Testo",30.59412,26.93341,27.85678
"DT","50 uM Dexa +300 nM Testo",48.04165,31.89676,31.30495
"DT","50 uM Dexa +300 nM Testo",24.08319,18.40911,16.97056
"DT","50 uM Dexa +300 nM Testo",35.77709,25.26966,22.36068
"DT","50 uM Dexa +300 nM Testo",34.98571,25.0561,26.83282
"DT","50 uM Dexa +300 nM Testo",22.62742,21.06752,22.62742
"DT","50 uM Dexa +300 nM Testo",26.83282,15.39034,12.80625
"DT","50 uM Dexa +300 nM Testo",21.54066,13.91186,14.14214
"DT","50 uM Dexa +300 nM Testo",24.41311,17.18946,16.97056
"DT","50 uM Dexa +300 nM Testo",22.80351,16.86887,17.88854
"DT","50 uM Dexa +300 nM Testo",21.26029,15.39127,15.6205
"DT","50 uM Dexa +300 nM Testo",15.6205,10.9527,10.19804
"DT","50 uM Dexa +300 nM Testo",57.68882,52.96473,52.34501
"DT","50 uM Dexa +300 nM Testo",14.14214,10.05807,10
"DT","50 uM Dexa +300 nM Testo",32.55764,13.92362,11.6619
"DT","50 uM Dexa +300 nM Testo",35.77709,24.48439,26
"DT","50 uM Dexa +300 nM Testo",15.23155,12.49288,12.80625
"DT","50 uM Dexa +300 nM Testo",32.06244,21.30515,19.69772
"DT","50 uM Dexa +300 nM Testo",30.59412,23.69869,24.57587
"DT","50 uM Dexa +300 nM Testo",16,13.73205,14
"DT","50 uM Dexa +300 nM Testo",22.36068,14.3157,14.14214
"DT","50 uM Dexa +300 nM Testo",20,15.40683,15.6205
"DT","50 uM Dexa +300 nM Testo",18.97367,16.85235,17.08801
"DT","50 uM Dexa +300 nM Testo",29.52965,25.27127,26
"DT","50 uM Dexa +300 nM Testo",19.79899,13.99527,14.14214
"DT","50 uM Dexa +300 nM Testo",53.85165,33.71862,31.81139
"DT","50 uM Dexa +300 nM Testo",30,17.61328,16.97056
"DT","50 uM Dexa +300 nM Testo",38.41875,34.10838,34.05877
"DT","50 uM Dexa +300 nM Testo",27.85678,21.71709,24
"DT","50 uM Dexa +300 nM Testo",16.12452,11.13528,11.31371
"DT","50 uM Dexa +300 nM Testo",17.20465,13.93953,14.14214
"DT","50 uM Dexa +300 nM Testo",22,12.55148,13.77927
"DT","50 uM Dexa +300 nM Testo",56.32051,39.47665,41.03657
"DT","50 uM Dexa +300 nM Testo",39.39543,21.10189,18.43909
"DT","50 uM Dexa +300 nM Testo",18.86796,13.15963,12.80625
"DT","50 uM Dexa +300 nM Testo",27.78489,19.7324,19.69772
"DT","50 uM Dexa +300 nM Testo",24.08319,15.56036,13.41641
"DT","50 uM Dexa +300 nM Testo",20.59126,15.90969,15.6205
"DT","50 uM Dexa +300 nM Testo",18.43909,11.10407,11.31371
"DT","50 uM Dexa +300 nM Testo",25.29822,17.59989,16.12452
"DT","50 uM Dexa +300 nM Testo",44,38.39486,42.09382
"DT","50 uM Dexa +300 nM Testo",37.73592,26.8234,29.52965
"DT","50 uM Dexa +300 nM Testo",14.14214,10.82826,10.77033
"DT","50 uM Dexa +300 nM Testo",56.56854,47.79011,48.20772
"DT","50 uM Dexa +300 nM Testo",44.72136,32.08651,31.62278
"DT","50 uM Dexa +300 nM Testo",15.6205,10.01005,8.94427
"DT","50 uM Dexa +300 nM Testo",28.84441,20.29456,17.20465
"DT","50 uM Dexa +300 nM Testo",34.9285,28.41229,29.73214
"DT","50 uM Dexa +300 nM Testo",16.12452,12.80354,13.41641
"DT","50 uM Dexa +300 nM Testo",24,15.08145,14.89588
"DT","50 uM Dexa +300 nM Testo",25.45584,12.90707,12.16553
"DT","50 uM Dexa +300 nM Testo",24.08319,18.63877,18.86796
"DT","50 uM Dexa +300 nM Testo",26.83282,18.90484,19.69772
"DT","50 uM Dexa +300 nM Testo",19.69772,15.78966,15.6205
"DT","50 uM Dexa +300 nM Testo",29.73214,20.30296,19.79899
"DT","50 uM Dexa +300 nM Testo",25.05993,21.28378,22.36068
"DT","50 uM Dexa +300 nM Testo",48.37355,38.46937,36.82387
"DT","50 uM Dexa +300 nM Testo",15.6205,13.3256,14.14214
"DT","50 uM Dexa +300 nM Testo",21.26029,18.82219,18.43909
"DT","50 uM Dexa +300 nM Testo",13.41641,8.15736,7.2111
"DT","50 uM Dexa +300 nM Testo",37.73592,30.51789,29.52965
"DT","50 uM Dexa +300 nM Testo",48.08326,32.81052,31.1127
"DT","50 uM Dexa +300 nM Testo",26.83282,22.31268,22.36068
"DT","50 uM Dexa +300 nM Testo",22.36068,18.39992,18
"DT","50 uM Dexa +300 nM Testo",22,14.58103,13.41641
"DT","50 uM Dexa +300 nM Testo",18.43909,11.89263,12.64911
"DT","50 uM Dexa +300 nM Testo",17.88854,11.0665,10.77033
"DT","50 uM Dexa +300 nM Testo",35.38361,28.6757,28.28427
"DT","50 uM Dexa +300 nM Testo",30.26549,17.97162,17.88854
"DT","50 uM Dexa +300 nM Testo",26,20.71566,22.36068
"DT","50 uM Dexa +300 nM Testo",28.63564,22.03473,22.97561
"DT","50 uM Dexa +300 nM Testo",35.38361,25.01944,24.73863
"DT","50 uM Dexa +300 nM Testo",28.63564,22.36192,22.2257
"DT","50 uM Dexa +300 nM Testo",26.90725,19.81611,21.26029
"DT","50 uM Dexa +300 nM Testo",16.97056,12.51547,14.14214
"DT","50 uM Dexa +300 nM Testo",24.41311,19.52398,20.88061
"DT","50 uM Dexa +300 nM Testo",24.16609,20.05235,21.54066
"DT","50 uM Dexa +300 nM Testo",22.09072,14.20433,12.80625
"DT","50 uM Dexa +300 nM Testo",31.1127,22.35686,23.32381
"DT","50 uM Dexa +300 nM Testo",30.46309,20.50113,20.59126
"DT","50 uM Dexa +300 nM Testo",19.69772,13.03336,12.64911
"DT","50 uM Dexa +300 nM Testo",29.52965,21.8092,20
"DT","50 uM Dexa +300 nM Testo",26.83282,22.49687,22.80351
"DT","50 uM Dexa +300 nM Testo",18.43909,12.97952,12
"DT","50 uM Dexa +300 nM Testo",19.79899,14.27062,12.80625
"DT","50 uM Dexa +300 nM Testo",24.16609,18.15307,19.69772
"DT","50 uM Dexa +300 nM Testo",20,12.27746,12.16553
"DT","50 uM Dexa +300 nM Testo",18.86796,11.29983,11.04202
"DT","50 uM Dexa +300 nM Testo",19.69772,18.0725,18.43909
"DT","50 uM Dexa +300 nM Testo",20.59126,13.90944,14.4222
"DT","50 uM Dexa +300 nM Testo",32,20.69918,21.54066
"DT","50 uM Dexa +300 nM Testo",35.44009,29.93363,32.55764
"DT","50 uM Dexa +300 nM Testo",25.05993,22.35781,22.36068
"DT","50 uM Dexa +300 nM Testo",38.47077,20.7355,18.19804
"DT","50 uM Dexa +300 nM Testo",26.90725,16.99189,15.23155
"DT","50 uM Dexa +300 nM Testo",32.55764,22.08237,22.36068
"DT","50 uM Dexa +300 nM Testo",24.73863,19.74517,18.97367
"DT","50 uM Dexa +300 nM Testo",46,37.63148,36.71512
"DT","50 uM Dexa +300 nM Testo",22.80351,19.57364,18.97367
"DT","50 uM Dexa +300 nM Testo",28.63564,13.12804,11.6619
"DT","50 uM Dexa +300 nM Testo",15.6205,12.24974,12.15551
"DT","50 uM Dexa +300 nM Testo",22.36068,14.32594,12.15551
"DT","50 uM Dexa +300 nM Testo",25.45584,19.68366,19.69772
"DT","50 uM Dexa +300 nM Testo",24.08319,13.49816,12.80625
"DT","50 uM Dexa +300 nM Testo",26,21.13186,21.95067
"DT","50 uM Dexa +300 nM Testo",53.14132,33.28304,33.10589
"DT","50 uM Dexa +300 nM Testo",23.32381,13.81749,12.80625
"DT","50 uM Dexa +300 nM Testo",15.23155,10.06694,8.94427
"DT","50 uM Dexa +300 nM Testo",71.38628,49.56897,45.8903
"DT","50 uM Dexa +300 nM Testo",24.41311,17.96412,17.88854
"DT","50 uM Dexa +300 nM Testo",27.20294,22.26826,22.80351
"DT","50 uM Dexa +300 nM Testo",30,21.78098,21.99699
"DT","50 uM Dexa +300 nM Testo",27.20294,20.78347,22.80351
"DT","50 uM Dexa +300 nM Testo",22.36068,17.74378,18.43909
"DT","50 uM Dexa +300 nM Testo",21.54066,15.83268,16
"DT","50 uM Dexa +300 nM Testo",67.05222,42.18928,37.65626
"DT","50 uM Dexa +300 nM Testo",28.63564,16.05032,15.23155
"DT","50 uM Dexa +300 nM Testo",50.59644,38.00508,38.62642
"DT","50 uM Dexa +300 nM Testo",15.23155,12.08416,11.6619
"DT","50 uM Dexa +300 nM Testo",26.68333,19.96881,20.09975
"DT","50 uM Dexa +300 nM Testo",22.62742,18.51293,18.43909
"DT","50 uM Dexa +300 nM Testo",49.1935,34.45092,35.38361
"DT","50 uM Dexa +300 nM Testo",30.46309,22.76677,22.62742
"DT","50 uM Dexa +300 nM Testo",32.55764,27.09495,28.28427
"DT","50 uM Dexa +300 nM Testo",26,14.55408,16
"DT","50 uM Dexa +300 nM Testo",28.28427,18.29206,18.43909
"DT","50 uM Dexa +300 nM Testo",25.29822,20.15268,21.54066
"DT","50 uM Dexa +300 nM Testo",19.69772,12.48421,12.80625
"DT","50 uM Dexa +300 nM Testo",14.4222,9.61774,8.48528
"DT","50 uM Dexa +300 nM Testo",17.88854,13.2886,12.80625
"DT","50 uM Dexa +300 nM Testo",31.04835,21.72789,21.77033
"DT","50 uM Dexa +300 nM Testo",46.04346,29.25136,33.94112
"DT","50 uM Dexa +300 nM Testo",22.80351,12.23743,11.31371
"DT","50 uM Dexa +300 nM Testo",21.26029,15.79116,15.6205
"DT","50 uM Dexa +300 nM Testo",14.4222,9.72659,9.47214
"DT","50 uM Dexa +300 nM Testo",43.26662,31.26237,30.46309
"DT","50 uM Dexa +300 nM Testo",19.69772,14.24823,13.41641
"DT","50 uM Dexa +300 nM Testo",30.46309,23.74389,24.16609
"DT","50 uM Dexa +300 nM Testo",37.20215,22.57037,23.06366
"DT","50 uM Dexa +300 nM Testo",19.69772,13.13881,12.80625
"DT","50 uM Dexa +300 nM Testo",20.88061,13.44085,12.64911
"DT","50 uM Dexa +300 nM Testo",18.43909,13.74172,14.07107
"DT","50 uM Dexa +300 nM Testo",50.47772,38.26565,39.44617
"DT","50 uM Dexa +300 nM Testo",18.97367,16.18251,16.30847
"DT","50 uM Dexa +300 nM Testo",26,22.09849,24.08319
"DT","50 uM Dexa +300 nM Testo",26.90725,20.65088,20
"DT","50 uM Dexa +300 nM Testo",13.41641,9.19094,8.59524
"DT","50 uM Dexa +300 nM Testo",19.69772,15.05829,16
"DT","50 uM Dexa +300 nM Testo",21.26029,15.61645,15.23155
"DT","50 uM Dexa +300 nM Testo",19.69772,12.19281,10
"DT","50 uM Dexa +300 nM Testo",30.46309,22.91023,23.32381
"DT","50 uM Dexa +300 nM Testo",23.4094,21.44112,21.54066
"DT","50 uM Dexa +300 nM Testo",40,36.89603,36.87818
"DT","50 uM Dexa +300 nM Testo",48.70318,42.31928,42
"DT","50 uM Dexa +300 nM Testo",18.43909,15.07481,15.23155
"DT","50 uM Dexa +300 nM Testo",41.18252,32.77974,34.17601
"DT","50 uM Dexa +300 nM Testo",24.73863,13.24728,10
"DT","50 uM Dexa +300 nM Testo",16.97056,13.6439,13.41641
"DT","50 uM Dexa +300 nM Testo",29.73214,21.68172,25.45584
"DT","50 uM Dexa +300 nM Testo",53.36666,42.23912,50
"DT","50 uM Dexa +300 nM Testo",32.24903,22.93274,22
"DT","50 uM Dexa +300 nM Testo",33.10589,28.49357,28
"DT","50 uM Dexa +300 nM Testo",27.78489,25.02271,25.05993
"DT","50 uM Dexa +300 nM Testo",46,31.66449,32
"DT","50 uM Dexa +300 nM Testo",34,17.54373,14
"DT","50 uM Dexa +300 nM Testo",28,19.5645,18.11077
"DU","50 uM Dexa +1000 nM Testo",17.88854,12.12695,14
"DU","50 uM Dexa +1000 nM Testo",15.6205,12.18021,12.64911
"DU","50 uM Dexa +1000 nM Testo",29.12044,20.33185,20.59126
"DU","50 uM Dexa +1000 nM Testo",17.08801,11.09505,10.19804
"DU","50 uM Dexa +1000 nM Testo",50,25.19242,23.4094
"DU","50 uM Dexa +1000 nM Testo",26.30589,19.25525,17.08801
"DU","50 uM Dexa +1000 nM Testo",39.29377,25.46105,20.09975
"DU","50 uM Dexa +1000 nM Testo",24.33105,20.5171,22
"DU","50 uM Dexa +1000 nM Testo",42.52058,32.04462,32.55764
"DU","50 uM Dexa +1000 nM Testo",30.46309,17.85276,16.49242
"DU","50 uM Dexa +1000 nM Testo",32,25.87544,26
"DU","50 uM Dexa +1000 nM Testo",22.09072,15.6955,14
"DU","50 uM Dexa +1000 nM Testo",20.88061,16.50242,17.08801
"DU","50 uM Dexa +1000 nM Testo",33.52611,22.77942,23.32381
"DU","50 uM Dexa +1000 nM Testo",23.4094,14.63385,14.14214
"DU","50 uM Dexa +1000 nM Testo",32.24903,21.76151,22.62742
"DU","50 uM Dexa +1000 nM Testo",30,22.84898,23.7047
"DU","50 uM Dexa +1000 nM Testo",24,13.34798,12.64911
"DU","50 uM Dexa +1000 nM Testo",27.20294,22.50207,24.08319
"DU","50 uM Dexa +1000 nM Testo",33.10589,24.73093,24.73863
"DU","50 uM Dexa +1000 nM Testo",22.36068,17.5273,17.88854
"DU","50 uM Dexa +1000 nM Testo",18,11.37025,10.77033
"DU","50 uM Dexa +1000 nM Testo",24.08319,17.26665,17.88854
"DU","50 uM Dexa +1000 nM Testo",14,8.97064,8.24621
"DU","50 uM Dexa +1000 nM Testo",21.54066,16.39107,16.49242
"DU","50 uM Dexa +1000 nM Testo",27.78489,23.511,24.12464
"DU","50 uM Dexa +1000 nM Testo",18.97367,11.14447,10.77033
"DU","50 uM Dexa +1000 nM Testo",30,15.41819,14
"DU","50 uM Dexa +1000 nM Testo",16.49242,9.62741,8.07769
"DU","50 uM Dexa +1000 nM Testo",27.20294,17.09409,14.56022
"DU","50 uM Dexa +1000 nM Testo",26,21.93803,21.54066
"DU","50 uM Dexa +1000 nM Testo",35.38361,25.4516,27.78489
"DU","50 uM Dexa +1000 nM Testo",29.12044,16.05535,16.48528
"DU","50 uM Dexa +1000 nM Testo",19.69772,16.24911,18.11077
"DU","50 uM Dexa +1000 nM Testo",31.04835,26.12271,26.0384
"DU","50 uM Dexa +1000 nM Testo",22.36068,15.44234,14.544
"DU","50 uM Dexa +1000 nM Testo",18.11077,10.54123,8
"DU","50 uM Dexa +1000 nM Testo",27.20294,25.38814,25.64911
"DU","50 uM Dexa +1000 nM Testo",20,16.36321,16.12452
"DU","50 uM Dexa +1000 nM Testo",24.33105,18.39142,20
"DU","50 uM Dexa +1000 nM Testo",27.78489,15.33199,14.4222
"DU","50 uM Dexa +1000 nM Testo",31.1127,21.60445,20.59126
"DU","50 uM Dexa +1000 nM Testo",30.26549,18.23787,16
"DU","50 uM Dexa +1000 nM Testo",24,14.49584,13.41641
"DU","50 uM Dexa +1000 nM Testo",28,24.13508,28
"DU","50 uM Dexa +1000 nM Testo",40,30.97334,32
"DU","50 uM Dexa +1000 nM Testo",43.86343,27.25585,26.07681
"DU","50 uM Dexa +1000 nM Testo",22.36068,16.29494,18.43398
"DU","50 uM Dexa +1000 nM Testo",40.04997,29.83072,30.26549
"DU","50 uM Dexa +1000 nM Testo",28.63564,16.03501,16
"DU","50 uM Dexa +1000 nM Testo",38.0526,37.30698,38
"DU","50 uM Dexa +1000 nM Testo",39.69887,33.45746,34.02939
"DU","50 uM Dexa +1000 nM Testo",8,7.86596,8
"DU","50 uM Dexa +1000 nM Testo",32.98484,22.07267,19.21954
"DU","50 uM Dexa +1000 nM Testo",41.23106,29.24414,28.63564
"DU","50 uM Dexa +1000 nM Testo",24,22.78219,24
"DU","50 uM Dexa +1000 nM Testo",34.23449,25.20861,28.1778
"DU","50 uM Dexa +1000 nM Testo",20.88061,14.68992,14
"DU","50 uM Dexa +1000 nM Testo",44,28.57751,27.85678
"DU","50 uM Dexa +1000 nM Testo",29.52965,20.41095,21.26029
"DU","50 uM Dexa +1000 nM Testo",32.55764,24.54339,22.62742
"DU","50 uM Dexa +1000 nM Testo",26.83282,22.58468,24
"DU","50 uM Dexa +1000 nM Testo",45.60702,30.81921,34
"DU","50 uM Dexa +1000 nM Testo",16.12452,11.71426,12
"DU","50 uM Dexa +1000 nM Testo",27.85678,17.49707,18
"DU","50 uM Dexa +1000 nM Testo",31.62278,27.61895,27.20294
"DU","50 uM Dexa +1000 nM Testo",18.97367,16.03386,17.08801
"DU","50 uM Dexa +1000 nM Testo",58.82177,42.9119,42.28465
"DU","50 uM Dexa +1000 nM Testo",40.49691,30.0724,30.46309
"DU","50 uM Dexa +1000 nM Testo",28.07134,19.42659,20.39608
"DU","50 uM Dexa +1000 nM Testo",24.08319,10.26777,8.94427
"DU","50 uM Dexa +1000 nM Testo",42,27.14598,34.52535
"DU","50 uM Dexa +1000 nM Testo",39.39543,28.7643,28.84441
"DU","50 uM Dexa +1000 nM Testo",20,12.18612,11.12311
"DU","50 uM Dexa +1000 nM Testo",18.97367,10.73483,10
"DU","50 uM Dexa +1000 nM Testo",30,24.02514,24.33105
"DU","50 uM Dexa +1000 nM Testo",60.82763,39.2407,32
"DU","50 uM Dexa +1000 nM Testo",29.73214,19.15116,17.88854
"DU","50 uM Dexa +1000 nM Testo",14,10.11484,10
"DU","50 uM Dexa +1000 nM Testo",42.42641,24.86994,21.63331
"DU","50 uM Dexa +1000 nM Testo",23.32381,18.40957,17.88854
"DU","50 uM Dexa +1000 nM Testo",22.09072,17.99575,20
"DU","50 uM Dexa +1000 nM Testo",16.12452,12.20264,12.16553
"DU","50 uM Dexa +1000 nM Testo",14,11.2973,10.77033
"DU","50 uM Dexa +1000 nM Testo",16,13.21891,14
"DU","50 uM Dexa +1000 nM Testo",45.60702,29.78805,28.63564
"DU","50 uM Dexa +1000 nM Testo",34.23449,20.02404,16.12452
"DU","50 uM Dexa +1000 nM Testo",27.78489,21.35156,24.08319
"DU","50 uM Dexa +1000 nM Testo",26,20.39629,20.73594
"DU","50 uM Dexa +1000 nM Testo",53.14132,34.20927,28.98243
"DU","50 uM Dexa +1000 nM Testo",20,13.77009,13.32456
"DU","50 uM Dexa +1000 nM Testo",23.4094,14.55675,13.41641
"DU","50 uM Dexa +1000 nM Testo",32.98484,27.39805,27.49392
"DU","50 uM Dexa +1000 nM Testo",53.85165,32.92588,29.79812
"DU","50 uM Dexa +1000 nM Testo",33.94112,25.68804,22.80351
"DU","50 uM Dexa +1000 nM Testo",26.90725,18.22226,18
"DU","50 uM Dexa +1000 nM Testo",22,13.27971,12
"DU","50 uM Dexa +1000 nM Testo",14.14214,10.52759,11.31371
"DU","50 uM Dexa +1000 nM Testo",22,12.27588,12
"DU","50 uM Dexa +1000 nM Testo",34.9285,24.19134,24.73863
"DU","50 uM Dexa +1000 nM Testo",18.43909,15.5744,16.12452
"DU","50 uM Dexa +1000 nM Testo",28.84441,22.26304,24.08319
"DU","50 uM Dexa +1000 nM Testo",40,24.97959,24.73863
"DU","50 uM Dexa +1000 nM Testo",18.43909,13.32717,12.80625
"DU","50 uM Dexa +1000 nM Testo",43.909,20.88519,20
"DU","50 uM Dexa +1000 nM Testo",20.09975,13.86166,13.41641
"DU","50 uM Dexa +1000 nM Testo",38,24.83384,22.80351
"DU","50 uM Dexa +1000 nM Testo",22.62742,15.90986,14.14214
"DU","50 uM Dexa +1000 nM Testo",21.26029,18.2917,18.86796
"DU","50 uM Dexa +1000 nM Testo",24,18.36479,19
"DU","50 uM Dexa +1000 nM Testo",38.47077,29.17871,29.12044
"DU","50 uM Dexa +1000 nM Testo",32.98484,24.09612,25.01843
"DU","50 uM Dexa +1000 nM Testo",35.77709,19.09301,17.08801
"DU","50 uM Dexa +1000 nM Testo",17.08801,11.2874,10.77033
"DU","50 uM Dexa +1000 nM Testo",44.40721,17.58646,13.41641
"DU","50 uM Dexa +1000 nM Testo",17.88854,12.46749,11.6619
"DU","50 uM Dexa +1000 nM Testo",17.20465,10.90078,10
"DU","50 uM Dexa +1000 nM Testo",16,10.81081,10
"DU","50 uM Dexa +1000 nM Testo",51.26402,46.21414,47.47626
"DU","50 uM Dexa +1000 nM Testo",21.54066,13.27791,12.72768
"DU","50 uM Dexa +1000 nM Testo",46.8188,34.11038,34.9285
"DU","50 uM Dexa +1000 nM Testo",19.69772,14.69318,14.4222
"DU","50 uM Dexa +1000 nM Testo",17.08801,10.52936,8
"DU","50 uM Dexa +1000 nM Testo",26.07681,12.0091,10
"DU","50 uM Dexa +1000 nM Testo",32,28.05391,30
"DU","50 uM Dexa +1000 nM Testo",26.83282,21.68793,22.36068
"DU","50 uM Dexa +1000 nM Testo",22,19.28004,18
"DU","50 uM Dexa +1000 nM Testo",26,19.37924,19.69772
"DU","50 uM Dexa +1000 nM Testo",24,16.55113,18
"DU","50 uM Dexa +1000 nM Testo",28.28427,15.42275,12.64911
"DU","50 uM Dexa +1000 nM Testo",32,25.20008,26.68333
"DU","50 uM Dexa +1000 nM Testo",15.6205,12.86849,12.80625
"DU","50 uM Dexa +1000 nM Testo",41.18252,32.07391,34.52535
"DU","50 uM Dexa +1000 nM Testo",25.45584,22.808,25.45584
"DU","50 uM Dexa +1000 nM Testo",34.52535,23.92709,24.73863
"DU","50 uM Dexa +1000 nM Testo",12.16553,9.57358,10
"DU","50 uM Dexa +1000 nM Testo",16.97056,11.67608,10.77033
"DU","50 uM Dexa +1000 nM Testo",20.09975,17.02538,18
"DU","50 uM Dexa +1000 nM Testo",24.73863,21.74884,22
"DU","50 uM Dexa +1000 nM Testo",38.0526,20.88244,16
"DU","50 uM Dexa +1000 nM Testo",25.6125,17.09084,16
"DU","50 uM Dexa +1000 nM Testo",28.28427,13.88242,11.31371
"DU","50 uM Dexa +1000 nM Testo",21.26029,17.45115,17.88854
"DU","50 uM Dexa +1000 nM Testo",25.05993,18.02879,20.09975
"DU","50 uM Dexa +1000 nM Testo",18.86796,11.31141,10
"DU","50 uM Dexa +1000 nM Testo",40.49691,28.91093,28.42534
"DU","50 uM Dexa +1000 nM Testo",32.55764,24.34248,24.08319
"DU","50 uM Dexa +1000 nM Testo",20.39608,14.24139,14
"DU","50 uM Dexa +1000 nM Testo",26.83282,23.36889,23.4094
"DU","50 uM Dexa +1000 nM Testo",32.24903,23.31018,26.63988
"DU","50 uM Dexa +1000 nM Testo",25.6125,16.06545,15.6205
"DU","50 uM Dexa +1000 nM Testo",38.20995,24.31034,24.73863
"DU","50 uM Dexa +1000 nM Testo",16.97056,12.64443,12.80625
"DU","50 uM Dexa +1000 nM Testo",18,12.40323,13.08276
"DU","50 uM Dexa +1000 nM Testo",25.29822,18.65483,18.11077
"DU","50 uM Dexa +1000 nM Testo",22.62742,14.40121,16.49242
"DU","50 uM Dexa +1000 nM Testo",50,33.22132,33.94112
